student_id,gender,year,platform_preference,daily_screen_time_hrs,study_hours,sleep_hours,attendance_pct,assignment_completion_pct,exam_score,cgpa,screen_time_group,at_risk
S01052,Male,4th Year,Instagram,6.37,3.37,5.95,87.9,58.2,65.3,9.02,6-8h,0
S01053,Male,3rd Year,Instagram,6.59,3.32,6.46,94.2,79.7,77.3,8.8,6-8h,0
S01054,Female,1st Year,TikTok,6.07,2.49,5.9,87.6,76.7,69.1,8.46,6-8h,0
S01055,Female,4th Year,Instagram,4.29,1.39,9.44,87.9,56.4,69.0,9.4,4-6h,0
S01056,Female,4th Year,Instagram,4.02,1.58,6.11,69.5,70.2,60.0,7.68,4-6h,1
S01057,Other,2nd Year,Snapchat,5.44,4.07,6.29,82.4,67.7,69.3,9.53,4-6h,0
S01058,Female,3rd Year,YouTube,8.08,2.56,6.88,81.6,64.3,54.2,8.31,8h+,1
S01059,Male,3rd Year,YouTube,6.7,2.58,5.26,100.0,74.1,73.0,8.75,6-8h,0
S01060,Male,2nd Year,WhatsApp,4.68,2.51,6.61,92.8,86.1,77.1,8.77,4-6h,0
S01061,Male,2nd Year,Instagram,7.2,2.24,7.16,98.3,69.8,60.1,9.33,6-8h,0
S01062,Female,2nd Year,YouTube,0.5,5.47,7.32,97.0,87.9,92.3,9.53,<2h,0
S01063,Female,4th Year,TikTok,8.03,2.04,6.5,74.9,59.0,54.0,8.3,8h+,1
S01064,Female,4th Year,Snapchat,1.67,1.68,6.89,90.8,73.5,71.1,9.33,<2h,0
S01065,Female,4th Year,Twitter/X,4.7,4.26,5.15,88.3,85.2,73.9,8.51,4-6h,0
S01066,Female,1st Year,Twitter/X,3.04,3.14,7.79,78.6,73.6,78.5,8.8,2-4h,0
S01067,Female,1st Year,Snapchat,2.65,3.56,9.71,84.6,68.8,75.7,9.38,2-4h,0
S01068,Female,3rd Year,Instagram,8.05,4.95,6.64,79.9,57.4,64.5,8.54,8h+,0
S01069,Male,2nd Year,Instagram,4.47,3.15,7.45,100.0,75.5,83.3,8.88,4-6h,0
S01070,Female,2nd Year,YouTube,6.26,3.3,7.79,63.3,70.6,59.7,8.57,6-8h,0
S01071,Female,4th Year,Instagram,5.4,1.25,5.37,97.2,58.9,54.0,8.89,4-6h,0
S01072,Male,1st Year,TikTok,6.55,2.48,9.06,74.4,73.9,60.6,8.53,6-8h,0
S01073,Male,2nd Year,TikTok,5.67,3.88,7.24,71.1,68.1,65.8,9.32,4-6h,0
S01074,Female,3rd Year,Instagram,2.68,1.18,9.54,100.0,67.6,83.1,8.75,2-4h,0
S01075,Male,2nd Year,Snapchat,7.69,2.91,5.72,89.7,64.7,68.2,8.12,6-8h,1
S01076,Male,4th Year,Instagram,4.41,3.35,9.53,98.8,69.3,86.6,10.0,4-6h,0
S01077,Male,4th Year,YouTube,2.08,3.68,8.52,97.1,79.2,88.7,9.33,2-4h,0
S01078,Female,1st Year,TikTok,4.56,4.73,7.86,100.0,85.2,89.1,8.96,4-6h,0
S01079,Female,3rd Year,YouTube,8.8,2.91,6.81,86.6,53.7,57.1,7.87,8h+,1
S01080,Male,3rd Year,YouTube,7.37,4.88,6.4,81.2,75.3,69.5,9.42,6-8h,0
S01081,Male,2nd Year,Instagram,4.73,1.65,8.68,89.3,67.8,61.3,8.72,4-6h,0
S01082,Other,3rd Year,YouTube,4.73,3.34,7.3,98.4,72.7,74.3,9.11,4-6h,0
S01083,Female,2nd Year,Snapchat,4.79,3.25,4.55,78.1,78.1,68.9,8.76,4-6h,0
S01084,Female,2nd Year,Twitter/X,10.07,0.57,4.86,73.0,54.0,41.9,8.16,8h+,1
S01085,Male,1st Year,YouTube,6.34,4.28,6.63,80.9,75.3,78.2,8.93,6-8h,0
S01086,Male,3rd Year,YouTube,6.45,6.32,7.26,62.8,83.1,67.9,10.0,6-8h,0
S01087,Male,4th Year,TikTok,7.77,2.57,6.59,83.7,59.7,63.5,8.57,6-8h,0
S01088,Female,2nd Year,WhatsApp,6.03,3.66,8.51,65.5,72.5,58.9,9.29,6-8h,0
S01089,Male,2nd Year,Instagram,4.93,3.23,4.55,86.2,68.8,67.4,9.21,4-6h,0
S01090,Male,2nd Year,YouTube,5.07,2.01,7.25,94.2,65.8,72.0,8.87,4-6h,0
S01091,Male,3rd Year,Snapchat,5.34,0.3,4.66,80.4,58.7,50.0,8.03,4-6h,1
S01092,Male,3rd Year,TikTok,5.42,1.96,8.0,100.0,69.9,72.8,9.03,4-6h,0
S01093,Female,3rd Year,Instagram,7.1,0.62,6.64,68.5,59.7,42.8,8.31,6-8h,1
S01094,Male,2nd Year,TikTok,5.61,5.54,7.53,96.8,79.7,73.5,9.24,4-6h,0
S01095,Female,4th Year,Instagram,7.11,2.54,5.64,89.8,64.7,65.4,8.68,6-8h,0
S01096,Female,4th Year,TikTok,5.32,2.51,8.69,68.1,55.1,74.1,9.22,4-6h,0
S01097,Male,3rd Year,TikTok,5.67,4.3,8.33,100.0,72.9,74.0,10.0,4-6h,0
S01098,Female,4th Year,Twitter/X,1.1,2.11,8.42,89.6,74.8,83.6,9.67,<2h,0
S01099,Other,2nd Year,YouTube,7.52,1.49,6.53,73.8,62.9,53.4,9.05,6-8h,0
S01100,Female,3rd Year,Instagram,6.26,2.96,7.64,70.0,62.9,54.8,8.43,6-8h,0
S01101,Male,3rd Year,Instagram,7.7,4.15,5.75,80.2,59.0,58.7,9.03,6-8h,0
S01102,Male,2nd Year,Twitter/X,0.5,4.65,8.86,89.7,88.1,89.7,10.0,<2h,0
S01103,Male,3rd Year,Instagram,10.09,2.55,8.46,80.5,57.3,55.2,7.98,8h+,1
S01104,Female,2nd Year,YouTube,5.19,3.17,8.44,82.4,71.5,62.9,8.83,4-6h,0
S01105,Female,3rd Year,Instagram,7.94,3.16,5.69,88.4,62.9,52.7,9.32,6-8h,0
S01106,Female,4th Year,Snapchat,3.21,3.71,7.81,83.9,75.3,71.6,8.91,2-4h,0
S01107,Male,3rd Year,YouTube,6.85,1.21,5.12,64.0,57.7,49.3,7.62,6-8h,1
S01108,Male,3rd Year,YouTube,3.18,3.49,8.09,86.3,67.0,76.8,9.93,2-4h,0
S01109,Female,3rd Year,YouTube,4.13,1.64,7.79,63.0,71.3,56.2,9.11,4-6h,0
S01110,Female,1st Year,Twitter/X,9.71,2.36,3.94,83.5,54.8,52.9,8.35,8h+,1
S01111,Female,4th Year,TikTok,5.08,2.35,5.55,75.7,69.2,67.2,8.63,4-6h,0
S01112,Male,2nd Year,TikTok,5.98,6.72,6.56,86.1,82.7,85.8,9.31,4-6h,0
S01113,Male,1st Year,Twitter/X,7.41,2.6,6.32,95.8,59.7,63.9,8.82,6-8h,0
S01114,Male,4th Year,Twitter/X,6.59,0.7,5.26,74.2,50.6,55.2,8.81,6-8h,0
S01115,Male,3rd Year,YouTube,5.83,2.74,7.46,95.2,87.1,64.2,9.06,4-6h,0
S01116,Male,3rd Year,WhatsApp,6.3,3.63,7.21,79.7,65.3,66.6,9.78,6-8h,0
S01117,Male,2nd Year,Instagram,10.79,4.56,5.95,96.2,69.2,65.0,8.3,8h+,1
S01118,Male,2nd Year,YouTube,5.37,2.14,6.04,81.5,82.3,54.5,8.69,4-6h,0
S01119,Male,4th Year,Twitter/X,5.94,0.55,8.3,76.1,67.3,52.8,8.24,4-6h,1
S01120,Male,4th Year,Instagram,7.81,3.81,8.81,89.1,65.0,58.5,8.48,6-8h,0
S01121,Female,2nd Year,Instagram,7.93,0.49,6.01,77.7,56.7,59.6,7.99,6-8h,1
S01122,Male,4th Year,YouTube,8.11,1.88,5.81,73.5,54.4,46.8,8.44,8h+,0
S01123,Female,2nd Year,TikTok,6.91,2.36,7.43,78.5,71.7,70.5,8.77,6-8h,0
S01124,Female,3rd Year,YouTube,2.99,3.35,6.91,87.6,79.2,75.5,10.0,2-4h,0
S01125,Female,2nd Year,Snapchat,9.09,3.39,6.28,94.1,59.7,67.6,8.82,8h+,0
S01126,Female,1st Year,Twitter/X,2.98,2.43,8.34,68.7,63.6,64.7,9.44,2-4h,0
S01127,Male,2nd Year,TikTok,6.17,2.47,4.42,84.4,55.7,61.5,8.6,6-8h,0
S01128,Female,2nd Year,Instagram,3.84,3.28,8.96,93.2,80.8,81.9,9.97,2-4h,0
S01129,Female,1st Year,WhatsApp,5.36,3.25,7.12,87.1,71.1,74.2,9.97,4-6h,0
S01130,Female,1st Year,Instagram,6.22,3.02,6.36,97.2,69.6,74.0,9.12,6-8h,0
S01131,Male,1st Year,Instagram,6.21,3.53,6.78,83.4,62.8,65.9,8.48,6-8h,0
S01132,Male,1st Year,Instagram,6.43,4.1,6.81,82.0,59.0,67.0,8.73,6-8h,0
S01133,Male,2nd Year,TikTok,9.05,2.95,4.22,86.7,70.3,47.4,8.47,8h+,0
S01134,Female,4th Year,Instagram,6.5,3.5,8.79,84.8,69.1,74.0,9.14,6-8h,0
S01135,Female,1st Year,Instagram,4.96,0.72,7.13,81.7,70.5,64.5,8.79,4-6h,0
S01136,Male,3rd Year,YouTube,7.62,2.69,7.26,87.6,61.3,73.2,8.87,6-8h,0
S01137,Female,2nd Year,YouTube,8.12,3.25,7.84,75.3,63.2,64.1,8.64,8h+,0
S01138,Female,4th Year,TikTok,2.8,4.58,6.08,82.1,84.4,73.7,9.13,2-4h,0
S01139,Male,3rd Year,Snapchat,6.81,1.72,7.42,78.1,68.8,48.0,8.64,6-8h,0
S01140,Female,2nd Year,Snapchat,7.04,1.73,6.42,96.7,68.9,68.1,9.33,6-8h,0
S01141,Female,2nd Year,Instagram,4.85,2.26,8.2,53.6,65.7,47.6,8.98,4-6h,0
S01142,Male,3rd Year,Instagram,8.53,3.26,3.78,85.3,69.3,56.3,8.66,8h+,0
S01143,Female,1st Year,WhatsApp,5.17,4.61,6.92,85.7,83.4,74.7,9.66,4-6h,0
S01144,Male,1st Year,Instagram,5.78,2.34,6.17,67.9,65.8,57.7,8.38,4-6h,0
S01145,Female,3rd Year,Twitter/X,5.12,4.43,7.62,88.6,70.0,77.4,9.07,4-6h,0
S01146,Female,4th Year,Instagram,5.53,3.18,7.61,89.7,80.3,71.9,8.7,4-6h,0
S01147,Female,1st Year,WhatsApp,3.09,3.25,6.44,93.8,68.9,61.2,9.23,2-4h,0
S01148,Male,2nd Year,YouTube,2.33,3.25,6.55,62.3,80.6,68.1,8.87,2-4h,0
S01149,Male,2nd Year,YouTube,9.01,3.49,6.33,94.5,63.8,51.6,9.19,8h+,0
S01150,Male,4th Year,TikTok,3.64,3.82,6.11,79.9,60.2,77.0,8.95,2-4h,0
S01151,Female,2nd Year,TikTok,3.32,6.81,8.42,94.5,93.5,91.1,9.65,2-4h,0
S01152,Male,1st Year,YouTube,0.76,2.57,7.23,98.1,54.3,66.9,10.0,<2h,0
S01153,Female,4th Year,TikTok,4.09,4.03,3.43,77.9,58.8,63.1,8.79,4-6h,0
S01154,Male,1st Year,Snapchat,2.59,2.73,6.95,95.1,77.7,72.1,9.32,2-4h,0
S01155,Male,4th Year,Instagram,9.11,1.05,5.11,76.8,61.0,53.8,8.15,8h+,1
S01156,Male,3rd Year,Instagram,7.72,2.58,4.55,61.6,58.8,52.2,7.76,6-8h,1
S01157,Other,2nd Year,YouTube,3.99,3.48,5.62,98.5,74.4,77.2,9.72,2-4h,0
S01158,Female,4th Year,Instagram,10.46,6.49,6.4,71.3,50.4,75.8,9.07,8h+,0
S01159,Male,3rd Year,TikTok,7.66,2.34,8.4,73.9,68.9,58.9,9.1,6-8h,0
S01160,Male,1st Year,Instagram,4.79,1.43,7.51,81.8,67.7,66.7,8.41,4-6h,0
S01161,Female,3rd Year,YouTube,0.5,4.31,6.96,93.7,81.7,90.6,9.8,<2h,0
S01162,Male,1st Year,Instagram,10.54,0.0,6.84,78.4,51.2,34.5,7.74,8h+,1
S01163,Female,4th Year,TikTok,2.44,3.41,6.86,94.1,79.8,87.3,9.48,2-4h,0
S01164,Female,4th Year,Instagram,1.88,3.68,6.64,75.9,77.4,66.5,8.72,<2h,0
S01165,Female,2nd Year,Instagram,7.75,3.79,5.16,74.9,52.4,66.8,8.64,6-8h,0
S01166,Female,2nd Year,Instagram,10.87,3.49,3.92,77.4,78.5,43.5,7.59,8h+,1
S01167,Female,4th Year,WhatsApp,8.55,1.7,6.04,100.0,69.3,62.7,8.62,8h+,0
S01168,Female,1st Year,Instagram,6.74,2.55,7.02,82.4,55.2,73.9,7.8,6-8h,1
S01169,Female,1st Year,TikTok,6.81,1.62,6.68,94.3,59.8,60.2,7.82,6-8h,1
S01170,Female,4th Year,Instagram,7.38,0.97,6.18,83.1,57.7,51.8,8.59,6-8h,0
S01171,Male,1st Year,Instagram,7.17,3.16,5.52,78.2,75.2,64.8,8.38,6-8h,0
S01172,Male,4th Year,TikTok,6.12,0.98,7.7,81.8,44.6,55.8,8.05,6-8h,1
S01173,Male,2nd Year,YouTube,5.73,2.34,5.25,83.0,62.7,72.3,9.18,4-6h,0
S01174,Female,1st Year,WhatsApp,5.36,1.53,8.03,91.2,50.9,66.2,8.92,4-6h,0
S01175,Female,2nd Year,WhatsApp,3.84,4.12,5.95,100.0,73.2,77.4,9.74,2-4h,0
S01176,Male,3rd Year,Snapchat,4.88,5.81,6.11,89.3,74.9,78.6,9.4,4-6h,0
S01177,Male,2nd Year,TikTok,1.78,1.72,5.65,100.0,72.6,66.6,10.0,<2h,0
S01178,Male,3rd Year,YouTube,5.28,0.26,6.38,75.6,56.4,48.6,8.08,4-6h,1
S01179,Female,2nd Year,YouTube,3.33,3.2,8.59,83.5,67.6,73.1,9.94,2-4h,0
S01180,Female,2nd Year,WhatsApp,3.07,3.46,8.03,80.7,79.8,72.3,9.24,2-4h,0
S01181,Female,1st Year,TikTok,5.9,3.26,8.21,87.7,72.8,67.0,8.31,4-6h,1
S01182,Male,2nd Year,TikTok,8.56,1.78,7.22,77.7,64.3,67.1,8.45,8h+,0
S01183,Female,4th Year,Instagram,7.52,2.34,5.26,89.9,62.1,53.6,8.64,6-8h,0
S01184,Male,1st Year,Instagram,2.04,4.17,7.09,79.8,74.3,79.7,9.01,2-4h,0
S01185,Female,1st Year,WhatsApp,3.32,4.95,6.31,88.0,77.9,84.6,9.13,2-4h,0
S01186,Male,1st Year,YouTube,7.57,0.0,8.42,89.4,60.4,57.6,8.27,6-8h,1
S01187,Female,2nd Year,YouTube,3.34,2.84,5.77,66.9,55.1,64.0,9.01,2-4h,0
S01188,Male,1st Year,Instagram,5.01,3.41,8.24,100.0,74.4,75.7,8.24,4-6h,1
S01189,Male,3rd Year,Snapchat,6.71,1.41,7.98,80.7,64.6,61.3,8.91,6-8h,0
S01190,Female,3rd Year,Instagram,3.37,5.98,9.7,67.3,82.4,86.0,9.42,2-4h,0
S01191,Male,2nd Year,Snapchat,5.73,2.01,6.43,86.3,64.5,61.0,8.14,4-6h,1
S01192,Male,1st Year,Instagram,2.57,3.47,8.37,88.9,55.3,69.8,9.78,2-4h,0
S01193,Female,4th Year,Twitter/X,4.18,4.07,10.0,85.8,71.2,77.4,9.39,4-6h,0
S01194,Female,4th Year,Snapchat,6.2,1.99,6.09,94.1,79.1,56.5,9.17,6-8h,0
S01195,Male,3rd Year,Instagram,2.0,0.86,5.53,96.7,69.1,62.7,9.11,<2h,0
S01196,Female,2nd Year,TikTok,6.47,2.18,4.41,86.8,62.4,59.2,8.51,6-8h,0
S01197,Female,2nd Year,YouTube,5.46,4.55,7.93,89.6,74.0,80.0,9.23,4-6h,0
S01198,Male,2nd Year,Instagram,6.72,2.28,4.37,82.5,67.6,68.3,8.66,6-8h,0
S01199,Male,2nd Year,Twitter/X,5.99,1.64,6.44,100.0,69.4,61.3,8.57,4-6h,0
S01200,Male,2nd Year,YouTube,8.5,3.85,7.12,66.6,64.4,65.1,8.24,8h+,1
S01201,Female,1st Year,YouTube,5.78,2.45,7.2,86.1,70.4,67.4,9.06,4-6h,0
S01202,Male,1st Year,Instagram,4.56,2.4,7.69,86.8,82.4,76.6,8.88,4-6h,0
S01203,Male,1st Year,YouTube,5.77,3.18,7.25,92.8,77.2,74.4,9.03,4-6h,0
S01204,Female,4th Year,Twitter/X,6.7,3.94,8.48,75.1,88.5,63.1,9.36,6-8h,0
S01205,Female,1st Year,YouTube,5.61,6.55,5.75,67.4,74.3,66.3,9.26,4-6h,0
S01206,Male,2nd Year,WhatsApp,5.59,4.22,6.11,86.5,86.0,74.3,9.11,4-6h,0
S01207,Female,2nd Year,WhatsApp,3.96,5.02,6.23,89.7,71.6,77.2,9.21,2-4h,0
S01208,Male,4th Year,Instagram,4.04,2.5,8.3,100.0,73.1,69.2,9.35,4-6h,0
S01209,Male,4th Year,Instagram,2.41,2.02,8.63,76.0,77.6,61.9,9.18,2-4h,0
S01210,Female,3rd Year,Twitter/X,9.35,2.4,7.01,91.9,56.3,60.7,8.82,8h+,0
S01211,Female,4th Year,YouTube,2.76,3.65,8.95,100.0,76.7,92.9,9.34,2-4h,0
S01212,Male,3rd Year,Instagram,3.98,1.66,5.7,83.1,75.1,60.0,8.55,2-4h,0
S01213,Female,1st Year,Instagram,3.92,3.02,9.4,74.0,66.3,75.1,9.39,2-4h,0
S01214,Female,2nd Year,TikTok,7.47,3.24,8.68,78.6,79.6,65.1,8.83,6-8h,0
S01215,Male,3rd Year,Snapchat,4.85,3.66,8.05,85.9,61.2,66.4,8.78,4-6h,0
S01216,Female,3rd Year,Instagram,8.25,3.26,8.9,87.3,80.5,71.7,9.28,8h+,0
S01217,Male,3rd Year,Instagram,4.02,3.7,5.07,80.9,81.9,63.4,8.36,4-6h,0
S01218,Other,4th Year,WhatsApp,6.11,2.13,6.23,99.8,64.7,66.3,9.13,6-8h,0
S01219,Female,4th Year,Snapchat,3.66,2.56,6.32,76.1,67.9,63.9,8.39,2-4h,0
S01220,Male,4th Year,TikTok,10.22,0.35,7.23,61.9,48.6,45.4,8.41,8h+,0
S01221,Male,3rd Year,Snapchat,2.89,6.15,6.03,99.2,82.2,83.8,9.22,2-4h,0
S01222,Male,1st Year,YouTube,6.18,2.9,7.88,61.4,67.2,62.8,9.1,6-8h,0
S01223,Male,2nd Year,Snapchat,6.89,2.41,8.57,81.3,74.9,58.8,8.65,6-8h,0
S01224,Male,4th Year,YouTube,6.41,1.44,7.77,100.0,78.5,61.8,8.58,6-8h,0
S01225,Male,1st Year,Instagram,5.09,7.48,7.43,85.4,84.9,67.9,9.84,4-6h,0
S01226,Female,4th Year,Snapchat,5.21,1.44,5.76,74.1,58.2,69.0,8.73,4-6h,0
S01227,Male,4th Year,YouTube,5.6,2.34,5.88,84.3,62.6,66.3,8.36,4-6h,0
S01228,Female,3rd Year,WhatsApp,5.18,3.68,8.67,84.9,70.3,69.6,8.84,4-6h,0
S01229,Female,3rd Year,YouTube,7.62,3.52,7.7,84.1,58.6,60.1,9.08,6-8h,0
S01230,Male,4th Year,WhatsApp,10.36,3.56,6.22,85.8,52.6,56.9,7.81,8h+,1
S01231,Female,2nd Year,WhatsApp,4.27,5.93,6.64,76.1,96.9,84.7,9.24,4-6h,0
S01232,Male,4th Year,Instagram,2.49,4.3,4.82,100.0,80.9,69.8,10.0,2-4h,0
S01233,Male,2nd Year,Snapchat,5.31,1.45,5.64,87.7,58.1,59.3,8.21,4-6h,1
S01234,Female,1st Year,YouTube,11.18,1.59,8.63,85.5,61.2,63.5,8.62,8h+,0
S01235,Male,4th Year,Twitter/X,3.73,3.78,5.6,80.8,65.2,64.9,8.89,2-4h,0
S01236,Female,2nd Year,YouTube,9.11,5.45,6.71,93.5,61.2,74.4,9.26,8h+,0
S01237,Female,1st Year,Snapchat,9.19,0.24,7.76,78.0,47.7,60.4,8.23,8h+,1
S01238,Female,1st Year,YouTube,4.28,5.02,5.55,89.2,90.6,82.4,9.83,4-6h,0
S01239,Female,3rd Year,Instagram,6.75,3.04,7.05,74.2,65.0,63.3,8.58,6-8h,0
S01240,Female,1st Year,Instagram,9.08,3.61,7.68,70.7,45.0,63.4,9.3,8h+,0
S01241,Male,3rd Year,YouTube,4.67,3.0,7.14,92.9,80.3,69.8,8.85,4-6h,0
S01242,Male,1st Year,Snapchat,5.05,1.82,10.0,81.1,63.9,74.7,8.94,4-6h,0
S01243,Female,1st Year,TikTok,4.22,4.36,5.02,78.0,60.7,69.2,9.19,4-6h,0
S01244,Male,2nd Year,TikTok,3.27,4.38,8.71,81.2,74.7,68.4,8.98,2-4h,0
S01245,Male,2nd Year,YouTube,4.07,4.72,6.99,93.7,81.0,78.8,9.35,4-6h,0
S01246,Male,3rd Year,YouTube,2.81,3.46,8.41,81.9,78.6,70.9,9.39,2-4h,0
S01247,Female,4th Year,Instagram,5.57,2.09,7.56,83.7,80.6,62.5,8.56,4-6h,0
S01248,Male,2nd Year,Snapchat,3.81,0.97,6.3,87.2,59.2,60.3,9.68,2-4h,0
S01249,Female,1st Year,WhatsApp,6.01,4.14,7.22,65.2,72.0,73.7,8.55,6-8h,0
S01250,Male,3rd Year,YouTube,2.08,4.25,5.1,74.4,73.4,78.6,9.77,2-4h,0
S01251,Male,3rd Year,Instagram,6.23,1.42,7.68,87.5,50.7,62.8,8.93,6-8h,0
S01252,Male,3rd Year,Instagram,7.33,1.86,7.11,75.4,69.5,56.5,8.39,6-8h,0
S01253,Male,1st Year,TikTok,1.11,3.09,8.49,100.0,81.0,77.6,9.26,<2h,0
S01254,Female,2nd Year,TikTok,6.32,0.63,8.25,93.7,62.8,47.1,8.2,6-8h,1
S01255,Male,4th Year,Snapchat,8.2,1.29,7.07,89.0,62.5,56.9,8.13,8h+,1
S01256,Male,3rd Year,Instagram,2.84,1.78,7.59,100.0,64.7,78.0,8.43,2-4h,0
S01257,Female,1st Year,Snapchat,9.18,1.72,5.3,79.8,50.6,50.1,7.73,8h+,1
S01258,Female,2nd Year,TikTok,6.42,1.73,5.94,90.4,63.9,57.2,7.96,6-8h,1
S01259,Male,2nd Year,YouTube,3.95,0.84,8.78,81.0,74.7,65.6,9.28,2-4h,0
S01260,Male,4th Year,TikTok,5.38,6.06,8.89,100.0,91.4,88.8,9.93,4-6h,0
S01261,Other,3rd Year,Instagram,6.73,4.66,6.51,100.0,78.2,86.9,9.49,6-8h,0
S01262,Female,1st Year,YouTube,5.67,1.8,7.03,84.9,65.4,69.7,8.92,4-6h,0
S01263,Male,2nd Year,Twitter/X,6.69,3.2,5.65,87.4,69.7,71.0,8.84,6-8h,0
S01264,Male,1st Year,YouTube,3.47,3.99,8.83,100.0,75.8,88.3,10.0,2-4h,0
S01265,Male,2nd Year,Snapchat,5.87,4.72,7.81,83.1,65.4,67.9,8.94,4-6h,0
S01266,Male,3rd Year,TikTok,2.39,2.33,9.99,82.2,72.9,78.8,9.27,2-4h,0
S01267,Female,3rd Year,Instagram,5.26,4.68,5.89,94.0,63.9,79.4,9.55,4-6h,0
S01268,Female,4th Year,TikTok,3.51,2.54,6.81,88.2,70.3,74.2,8.51,2-4h,0
S01269,Male,2nd Year,TikTok,3.88,1.29,7.54,88.8,80.0,68.4,10.0,2-4h,0
S01270,Female,1st Year,YouTube,8.22,3.6,7.43,73.4,72.6,65.1,8.66,8h+,0
S01271,Male,2nd Year,Instagram,7.9,4.5,6.36,64.9,61.9,79.2,8.72,6-8h,0
S01272,Male,1st Year,YouTube,6.84,6.64,5.66,85.8,77.0,79.5,9.88,6-8h,0
S01273,Male,4th Year,Instagram,3.1,1.63,8.51,96.9,62.6,78.1,9.47,2-4h,0
S01274,Male,2nd Year,Instagram,4.8,4.17,8.04,83.6,73.4,73.0,9.23,4-6h,0
S01275,Female,3rd Year,YouTube,8.17,1.9,5.41,96.2,69.3,63.4,8.53,8h+,0
S01276,Male,1st Year,YouTube,5.81,4.12,8.72,77.6,77.1,78.4,8.5,4-6h,0
S01277,Male,3rd Year,WhatsApp,10.6,0.0,7.76,68.3,70.8,42.6,7.51,8h+,1
S01278,Female,4th Year,YouTube,6.37,0.95,7.04,83.3,70.9,66.6,8.65,6-8h,0
S01279,Female,4th Year,Snapchat,5.92,1.76,7.04,83.7,66.3,55.9,8.79,4-6h,0
S01280,Female,1st Year,TikTok,4.82,3.24,7.82,93.5,76.5,71.3,9.61,4-6h,0
S01281,Female,2nd Year,TikTok,5.79,1.99,5.84,76.9,63.9,59.9,8.48,4-6h,0
S01282,Male,3rd Year,Instagram,5.16,4.05,7.09,99.1,63.8,83.0,8.71,4-6h,0
S01283,Female,3rd Year,WhatsApp,7.06,4.26,3.97,100.0,80.5,71.6,9.41,6-8h,0
S01284,Female,1st Year,TikTok,7.6,3.52,7.82,82.1,74.9,74.2,9.33,6-8h,0
S01285,Female,1st Year,Snapchat,3.77,5.74,5.23,99.6,78.5,81.5,9.99,2-4h,0
S01286,Female,1st Year,YouTube,2.57,4.15,9.39,77.9,80.0,73.7,9.41,2-4h,0
S01287,Male,4th Year,Instagram,1.46,1.9,7.18,100.0,83.0,77.8,9.71,<2h,0
S01288,Female,4th Year,TikTok,6.62,4.84,6.56,94.1,79.4,75.7,10.0,6-8h,0
S01289,Male,3rd Year,Instagram,3.07,2.53,6.55,96.5,60.4,76.8,9.21,2-4h,0
S01290,Male,2nd Year,YouTube,0.76,5.22,7.34,90.5,86.2,89.5,9.36,<2h,0
S01291,Male,1st Year,Instagram,6.35,5.21,8.72,54.4,72.8,67.6,8.74,6-8h,0
S01292,Female,4th Year,TikTok,10.98,2.7,3.0,72.0,67.2,45.3,8.14,8h+,1
S01293,Male,2nd Year,WhatsApp,5.49,0.76,8.66,78.8,70.6,58.7,7.9,4-6h,1
S01294,Female,1st Year,YouTube,7.34,1.29,7.16,73.0,71.2,51.4,8.37,6-8h,0
S01295,Male,2nd Year,Snapchat,5.68,4.95,5.4,86.0,65.7,73.1,9.31,4-6h,0
S01296,Female,1st Year,TikTok,5.28,2.79,5.63,81.1,62.6,61.8,9.37,4-6h,0
S01297,Male,2nd Year,YouTube,7.52,2.76,8.88,74.3,73.6,67.6,9.17,6-8h,0
S01298,Female,3rd Year,WhatsApp,4.86,4.25,5.87,75.2,69.3,71.4,9.41,4-6h,0
S01299,Female,1st Year,Twitter/X,6.09,3.94,5.41,77.1,58.7,79.8,7.99,6-8h,1
S01300,Male,1st Year,Snapchat,6.21,3.29,8.37,95.4,73.0,74.0,9.41,6-8h,0
S01301,Male,3rd Year,YouTube,4.03,2.95,7.66,80.2,67.2,67.0,9.33,4-6h,0
S01302,Female,1st Year,TikTok,7.68,2.14,5.45,77.2,76.9,71.1,8.43,6-8h,0
S01303,Female,1st Year,Instagram,5.12,4.36,7.34,80.9,76.2,76.6,8.46,4-6h,0
S01304,Female,4th Year,YouTube,3.84,4.13,5.92,90.4,76.8,82.3,8.98,2-4h,0
S01305,Male,3rd Year,YouTube,6.68,2.4,8.25,88.1,62.2,69.3,8.31,6-8h,1
S01306,Female,4th Year,Snapchat,3.52,4.98,8.68,56.9,91.3,78.7,8.46,2-4h,0
S01307,Male,3rd Year,Twitter/X,5.56,2.8,7.68,95.1,71.2,74.2,9.0,4-6h,0
S01308,Female,2nd Year,YouTube,5.48,1.73,7.47,99.4,62.0,60.7,8.54,4-6h,0
S01309,Female,3rd Year,Instagram,7.89,1.43,8.93,71.6,53.7,57.3,9.36,6-8h,0
S01310,Male,3rd Year,Twitter/X,6.54,1.34,6.84,74.0,61.7,47.0,8.31,6-8h,1
S01311,Female,4th Year,Instagram,5.44,2.6,5.47,80.6,60.2,61.6,9.22,4-6h,0
S01312,Female,1st Year,TikTok,7.3,4.53,7.31,75.3,78.7,64.5,8.25,6-8h,1
S01313,Female,3rd Year,Instagram,8.56,1.24,9.25,83.6,43.9,59.1,8.13,8h+,1
S01314,Male,1st Year,YouTube,6.73,3.06,5.5,64.1,66.0,59.3,8.56,6-8h,0
